s_norm,mean,p2.5,p97.5
0.0,0.0,0.0,0.0
0.005025125628140704,0.2716613823457384,-0.9637869523482139,1.9473210169688546
0.010050251256281407,0.5832367009612064,-2.1738865700842522,4.267577803468026
0.01507537688442211,0.8945915645905401,-3.539681901244397,6.7229121635511175
0.020100502512562814,1.2021922000968388,-5.085140950085093,9.322761225327952
0.02512562814070352,1.50024922904169,-6.850456392937874,12.085448713422965
0.03015075376884422,1.7834913447719605,-8.872306204310362,15.03805864384484
0.035175879396984924,2.0423433467030856,-11.203736161895627,18.204163039388956
0.04020100502512563,2.2689631893537228,-14.092625703409649,21.616140394265955
0.04522613065326633,2.4522773465242036,-17.544396477058665,25.55321384955296
0.05025125628140704,2.585554191594912,-21.4454918173045,30.269222163709827
0.05527638190954774,2.6641837779726383,-25.641219494653058,35.328499118785224
0.06030150753768844,2.6874596710850485,-29.846112732171616,40.44433737916387
0.06532663316582915,2.6512517544436993,-33.75085278773212,45.150816238012226
0.07035175879396985,2.514311913360865,-37.357406214976606,48.896125158558824
0.07537688442211056,2.2730295192556054,-40.82032475352668,51.56879914696917
0.08040201005025126,2.033658465994959,-44.16707665212959,54.127699606821146
0.08542713567839195,1.8341293721174885,-47.989397040206526,56.86968693791886
0.09045226130653267,1.696179406647262,-51.76145343234389,59.86905367680037
0.09547738693467336,1.6534252999042032,-55.10587286662799,63.138905188938175
0.10050251256281408,1.7266068505891012,-57.79334899303388,66.68255234680183
0.10552763819095477,1.9085162676439589,-59.78696002791436,70.49751767954005
0.11055276381909548,2.128462699691467,-61.67413322659242,74.57421047901576
0.11557788944723618,2.352396325627738,-63.69634732845732,78.89701918326921
0.12060301507537688,2.565110942443162,-65.9191783415616,83.43699896244765
0.12562814070351758,2.7661972795387566,-68.35243810074769,88.03623606168979
0.1306532663316583,2.953636072973965,-70.96708283287535,92.41817995962293
0.135678391959799,3.1119447869552506,-73.68842880644425,96.53211472159916
0.1407035175879397,3.2279197360787015,-76.38510304410556,100.39232452071502
0.1457286432160804,3.3350158688579534,-78.9280205318759,104.02982632072396
0.15075376884422112,3.448858747459749,-81.29096369065813,107.46507899108734
0.15577889447236182,3.5794781823913433,-83.46238213306755,110.71354572944423
0.16080402010050251,3.7249887157014054,-85.48816625833777,113.79198245571429
0.1658291457286432,3.8799725361722777,-87.44219649929317,116.71877860770468
0.1708542713567839,4.05270729710314,-89.37204515336553,119.5320778653169
0.17587939698492464,4.252310060425043,-91.28853118347979,122.34221947314556
0.18090452261306533,4.471485101957342,-93.22213024851366,125.16939491555358
0.18592964824120603,4.7048966635577445,-95.18841510880151,127.99618198651376
0.19095477386934673,4.959489515476614,-97.13319250188373,130.8038443103444
0.19597989949748745,5.248788653474955,-99.01453800335035,133.62509093532734
0.20100502512562815,5.584003349212417,-100.80590842929465,136.47507241770066
0.20603015075376885,5.964006675543767,-102.49036161585049,139.33122910277538
0.21105527638190955,6.3767792130917735,-104.06197731883714,142.1694464428747
0.21608040201005024,6.825127350077419,-105.52423998286326,144.96086875678552
0.22110552763819097,7.32186823415409,-106.88858673781097,147.67990113911452
0.22613065326633167,7.874743164842667,-108.20000064494467,150.3418918388322
0.23115577889447236,8.483401052937868,-109.50392313426471,152.96376967543264
0.23618090452261306,9.148896505131745,-110.79251754449535,155.5594961151493
0.24120603015075376,9.861624035096133,-112.06355388824764,158.14301965105886
0.24623115577889448,10.597056651248096,-113.32729592318321,160.71941569920224
0.25125628140703515,11.315137314442124,-114.5935764910387,163.23081672054437
0.2562814070351759,11.979096266312688,-115.87208966374415,165.63484481786722
0.2613065326633166,12.565693109848706,-117.16996914802259,168.01022984941415
0.2663316582914573,13.084375858604375,-118.54688358712994,170.49136847280897
0.271356783919598,13.547619485318695,-120.7709029960283,173.08946890820144
0.2763819095477387,13.966324696985412,-123.0886885776394,175.79149703173087
0.2814070351758794,14.34647270367829,-125.51430772816737,178.57700970601567
0.2864321608040201,14.699077651351315,-128.0232795546474,181.4189968152648
0.2914572864321608,15.026898777320786,-130.60863971378978,184.28418986843184
0.2964824120603015,15.325226192754496,-133.2703668315801,187.13794146557484
0.30150753768844224,15.591871956845292,-136.02241332303072,189.93843259863968
0.3065326633165829,15.864181001808705,-138.86749452143349,192.63225165915094
0.31155778894472363,16.17464708574563,-141.80143426794882,195.24232326595623
0.3165829145728643,16.529101733130723,-144.80553885679413,197.79622371343962
0.32160804020100503,16.927666353313807,-147.85076224036067,200.3278955815112
0.32663316582914576,17.366241337758222,-150.89453129387832,204.0666189862549
0.3316582914572864,17.83062001733721,-153.8855798701166,207.8910772120359
0.33668341708542715,18.317087334922014,-156.77589439668822,211.747746549355
0.3417085427135678,18.81137469798413,-159.60954401062037,215.57990005477544
0.34673366834170855,19.293911000817776,-162.43380063719795,219.3173617817103
0.35175879396984927,19.747405008432825,-165.22456902262348,222.84354720098423
0.35678391959798994,20.173454928678396,-167.9549119547309,226.15916274716636
0.36180904522613067,20.57850482394658,-170.60295176447846,229.318762129435
0.36683417085427134,20.963999932137117,-173.15361824552193,232.3752392725556
0.37185929648241206,21.329999883373958,-175.622927438274,235.3794215669355
0.3768844221105528,21.69316326835367,-178.01431482345978,238.3793823806446
0.38190954773869346,22.08177167718123,-180.3248404814271,241.42867429083998
0.3869346733668342,22.512982718477385,-182.56009084827488,244.58712606578004
0.3919597989949749,22.997640049620696,-184.7688301412748,247.9275126867783
0.3969849246231156,23.546893182767988,-186.97414996639122,251.5471921758412
0.4020100502512563,24.167474250827073,-189.18397026621878,255.54782111898075
