s_norm,s_abs,kappa_pred,theta_pred_deg
0.0,0.0,0.04771492698342494,0.0
0.005025125628140704,0.12515639125239733,0.05814571590260853,0.3795597886225585
0.010050251256281407,0.25031278250479466,0.07115906187382726,0.8431777374909382
0.01507537688442211,0.375469173757192,0.08748925051127042,1.4120059466587278
0.020100502512562814,0.5006255650095893,0.10803053615699508,2.1130355916347976
0.02512562814070352,0.6257819562619867,0.13378606932286224,2.9800609294666414
0.03015075376884422,0.750938347514384,0.16569736424404705,4.0538487475038885
0.035175879396984924,0.8760947387667813,0.20408404870549568,5.379687615559703
0.04020100502512563,1.0012511300191786,0.24750626294586853,6.998849549224865
0.04522613065326633,1.126407521271576,0.290920560873203,8.929360888150853
0.05025125628140704,1.2515639125239735,0.3238628039300871,11.133646046749568
0.05527638190954774,1.376720303776371,0.33159101622736126,13.483753760516652
0.06030150753768844,1.501876695028768,0.30263443169902315,15.757747856822535
0.06532663316582915,1.6270330862811655,0.24246953764261805,17.712199877328146
0.07035175879396985,1.7521894775335627,0.20789776145643513,19.326976740459227
0.07537688442211056,1.8773458687859603,0.18304994657408863,20.72870665043427
0.08040201005025126,2.0025022600383573,0.16573625545709988,21.979267893104453
0.08542713567839195,2.1276586512907545,0.15063473063003982,23.113605464951824
0.09045226130653267,2.252815042543152,0.1404634106104751,24.15732809826909
0.09547738693467336,2.3779714337955493,0.13667854757071174,25.15101130477427
0.10050251256281408,2.503127825047947,0.13711941471137215,26.132704726010672
0.10552763819095477,2.628284216300344,0.14075225998437563,27.12900430663252
0.11055276381909548,2.753440607552742,0.14872440890504787,28.166913205156018
0.11557788944723618,2.878596998805139,0.1715969555522093,29.31541472630752
0.12060301507537688,3.003753390057536,0.19959871628612602,30.64632437222991
0.12562814070351758,3.1289097813099334,0.2249662780778594,32.168587936138344
0.1306532663316583,3.254066172562331,0.24061892354583492,33.83792807895544
0.135678391959799,3.379222563814728,0.23582968984734193,35.54621862073605
0.1407035175879397,3.5043789550671254,0.20114055152439947,37.11296078220169
0.1457286432160804,3.6295353463195226,0.15005259239345112,38.37215203437136
0.15075376884422112,3.7546917375719207,0.09677630563275476,39.25714877921096
0.15577889447236182,3.879848128824318,0.04527804513522807,39.76647989491613
0.16080402010050251,4.005004520076715,0.00756224672508444,39.95593699117471
0.1658291457286432,4.130160911329112,-0.015353135094758604,39.928003021928376
0.1708542713567839,4.255317302581509,-0.027241580365441612,39.77528109661458
0.17587939698492464,4.380473693833907,-0.03156906448617553,39.564417499718914
0.18090452261306533,4.505630085086304,-0.015247349705683023,39.3965588150342
0.18592964824120603,4.630786476338701,-0.0017627248648981238,39.33556976251716
0.19095477386934673,4.755942867591099,0.008286636020956745,39.35896102740917
0.19597989949748745,4.881099258843497,0.015328313492393034,39.4436316377631
0.20100502512562815,5.006255650095894,0.021667630445718327,39.57627935534931
0.20603015075376885,5.131412041348291,0.02795047758411436,39.754183419430326
0.21105527638190955,5.256568432600688,0.03555171389888956,39.98186839960097
0.21608040201005024,5.3817248238530855,0.044300769301546125,40.26817680297213
0.22110552763819097,5.506881215105484,0.055055754269103835,40.62441628968436
0.22613065326633167,5.632037606357881,0.06805392524187666,41.0658219212644
0.23115577889447236,5.757193997610278,0.08082125084842376,41.59960887765777
0.23618090452261306,5.882350388862675,0.08431930516184229,42.19171480884646
0.24120603015075376,6.007506780115072,0.08664535068990448,42.80470285490318
0.24623115577889448,6.1326631713674695,0.08753601426630023,43.42922430369072
0.25125628140703515,6.257819562619867,0.08864616566220486,44.06091960753198
0.2562814070351759,6.382975953872264,0.08782445617023325,44.693649110156684
0.2613065326633166,6.508132345124662,0.08535982068864502,45.314595532974785
0.2663316582914573,6.633288736377058,0.08134207574617391,45.91229959794912
0.271356783919598,6.758445127629456,0.07511256346362219,46.47326246543728
0.2763819095477387,6.8836015188818545,0.06792934036716056,46.98613441956503
0.2814070351758794,7.008757910134251,0.05841093910094404,47.43912325906277
0.2864321608040201,7.133914301386649,0.0470378722110192,47.8172064393733
0.2914572864321608,7.259070692639045,0.035466981738890895,48.11302482920942
0.2964824120603015,7.384227083891443,0.023824632858969276,48.32561292701723
0.30150753768844224,7.509383475143841,0.01274031690175309,48.45671532941919
0.3065326633165829,7.634539866396238,0.0015498479458955494,48.50795223674455
0.31155778894472363,7.759696257648636,-0.009632964937753776,48.47897049156335
0.3165829145728643,7.884852648901032,-0.02003786931092978,48.372586709369536
0.32160804020100503,8.01000904015343,-0.029616023803034706,48.1945543390682
0.32663316582914576,8.135165431405827,-0.032989006446472305,47.97008610044439
0.3316582914572864,8.260321822658224,-0.02546680607205758,47.76049474299175
0.33668341708542715,8.385478213910622,-0.01772525666909184,47.60563104901389
0.3417085427135678,8.510634605163018,-0.011068111886147331,47.50239339066787
0.34673366834170855,8.635790996415416,-0.004853965410371672,47.445305315927904
0.35175879396984927,8.760947387667814,0.0016597315393914423,47.43385249739377
0.35678391959798994,8.88610377892021,0.00981382967498844,47.4749905667513
0.36180904522613067,9.011260170172608,0.020919649669391915,47.58518442733599
0.36683417085427134,9.136416561425005,0.03643920941383755,47.790842694995476
0.37185929648241206,9.261572952677403,0.05828799578455649,48.13048391577114
0.3768844221105528,9.386729343929801,0.04848449181927572,48.513313093081585
0.38190954773869346,9.511885735182197,0.03016087855105938,48.79529343383999
0.3869346733668342,9.637042126434595,0.003614170120443544,48.91639273935123
0.3919597989949749,9.762198517686993,-0.027546315337118214,48.83058483442943
0.3969849246231156,9.88735490893939,-0.05673539079653156,48.52839560061498
0.4020100502512563,10.012511300191788,-0.07797716151570856,48.04538825731473
0.40703517587939697,10.137667691444184,-0.08976463235637525,47.44395567491675
0.4120603015075377,10.262824082696582,-0.06350252211489699,46.89442142717441
